"Step","./results_packing - eval/loss","./results_packing - eval/loss__MIN","./results_packing - eval/loss__MAX"
"917","2.4893245697021484","2.4893245697021484","2.4893245697021484"
"919","2.443880796432495","2.443880796432495","2.443880796432495"
"921","2.4416935443878174","2.4416935443878174","2.4416935443878174"
"923","2.469679117202759","2.469679117202759","2.469679117202759"
"925","2.3910868167877197","2.3910868167877197","2.3910868167877197"
"927","2.4451448917388916","2.4451448917388916","2.4451448917388916"
"929","2.4661407470703125","2.4661407470703125","2.4661407470703125"
"931","2.4931600093841553","2.4931600093841553","2.4931600093841553"
"933","2.5741357803344727","2.5741357803344727","2.5741357803344727"
"935","2.5527520179748535","2.5527520179748535","2.5527520179748535"
"937","2.5414159297943115","2.5414159297943115","2.5414159297943115"
"939","2.547006130218506","2.547006130218506","2.547006130218506"
"941","2.51861572265625","2.51861572265625","2.51861572265625"
"943","2.518021821975708","2.518021821975708","2.518021821975708"
"945","2.4703681468963623","2.4703681468963623","2.4703681468963623"
"947","2.4480676651000977","2.4480676651000977","2.4480676651000977"
"949","2.5760653018951416","2.5760653018951416","2.5760653018951416"
"951","2.647533893585205","2.647533893585205","2.647533893585205"
"953","2.5578348636627197","2.5578348636627197","2.5578348636627197"
"955","2.587970733642578","2.587970733642578","2.587970733642578"
"957","2.6214046478271484","2.6214046478271484","2.6214046478271484"
"959","2.623522996902466","2.623522996902466","2.623522996902466"
"961","2.588124990463257","2.588124990463257","2.588124990463257"
"963","2.626133680343628","2.626133680343628","2.626133680343628"
"965","2.548233985900879","2.548233985900879","2.548233985900879"
"967","2.513808488845825","2.513808488845825","2.513808488845825"
"969","2.5127599239349365","2.5127599239349365","2.5127599239349365"
"971","2.564668893814087","2.564668893814087","2.564668893814087"
"973","2.579718828201294","2.579718828201294","2.579718828201294"
"975","2.5021305084228516","2.5021305084228516","2.5021305084228516"
"977","2.4971632957458496","2.4971632957458496","2.4971632957458496"
"979","2.487077474594116","2.487077474594116","2.487077474594116"
"981","2.5314159393310547","2.5314159393310547","2.5314159393310547"
"983","2.639617443084717","2.639617443084717","2.639617443084717"
"985","2.510249614715576","2.510249614715576","2.510249614715576"
"987","2.526958703994751","2.526958703994751","2.526958703994751"
"989","2.5973262786865234","2.5973262786865234","2.5973262786865234"
"991","2.540266990661621","2.540266990661621","2.540266990661621"
"993","2.5544533729553223","2.5544533729553223","2.5544533729553223"
"995","2.539966106414795","2.539966106414795","2.539966106414795"
"997","2.6122989654541016","2.6122989654541016","2.6122989654541016"
"999","2.5724501609802246","2.5724501609802246","2.5724501609802246"
"1001","2.6487202644348145","2.6487202644348145","2.6487202644348145"
"1003","2.640660047531128","2.640660047531128","2.640660047531128"
"1005","2.645521402359009","2.645521402359009","2.645521402359009"
"1007","2.5941109657287598","2.5941109657287598","2.5941109657287598"
"1009","2.625086545944214","2.625086545944214","2.625086545944214"
"1011","2.5938990116119385","2.5938990116119385","2.5938990116119385"
"1013","2.6192004680633545","2.6192004680633545","2.6192004680633545"
"1015","2.6076292991638184","2.6076292991638184","2.6076292991638184"
"1017","2.566814661026001","2.566814661026001","2.566814661026001"
"1019","2.5780513286590576","2.5780513286590576","2.5780513286590576"
"1021","2.6459178924560547","2.6459178924560547","2.6459178924560547"
"1023","2.5931849479675293","2.5931849479675293","2.5931849479675293"
"1025","2.547569751739502","2.547569751739502","2.547569751739502"
"1027","2.5761544704437256","2.5761544704437256","2.5761544704437256"
"1029","2.5615715980529785","2.5615715980529785","2.5615715980529785"
"1031","2.5854029655456543","2.5854029655456543","2.5854029655456543"
"1033","2.674769163131714","2.674769163131714","2.674769163131714"
"1035","2.583158493041992","2.583158493041992","2.583158493041992"
"1037","2.605653762817383","2.605653762817383","2.605653762817383"
"1039","2.603795289993286","2.603795289993286","2.603795289993286"
"1041","2.6047260761260986","2.6047260761260986","2.6047260761260986"
"1043","2.5963058471679688","2.5963058471679688","2.5963058471679688"
"1045","2.5466456413269043","2.5466456413269043","2.5466456413269043"
"1047","2.6974048614501953","2.6974048614501953","2.6974048614501953"
"1049","2.6401209831237793","2.6401209831237793","2.6401209831237793"
"1051","2.6659936904907227","2.6659936904907227","2.6659936904907227"
"1053","2.683354139328003","2.683354139328003","2.683354139328003"
"1055","2.646017551422119","2.646017551422119","2.646017551422119"
"1057","2.6420297622680664","2.6420297622680664","2.6420297622680664"
"1059","2.606971502304077","2.606971502304077","2.606971502304077"
"1061","2.612945795059204","2.612945795059204","2.612945795059204"
"1063","2.6175122261047363","2.6175122261047363","2.6175122261047363"
"1065","2.6606993675231934","2.6606993675231934","2.6606993675231934"
"1067","2.6205880641937256","2.6205880641937256","2.6205880641937256"
"1069","2.5939488410949707","2.5939488410949707","2.5939488410949707"
"1071","2.5860021114349365","2.5860021114349365","2.5860021114349365"
"1073","2.6504054069519043","2.6504054069519043","2.6504054069519043"
"1075","2.6450042724609375","2.6450042724609375","2.6450042724609375"
"1077","2.6395955085754395","2.6395955085754395","2.6395955085754395"
"1079","2.6146788597106934","2.6146788597106934","2.6146788597106934"
"1081","2.621234178543091","2.621234178543091","2.621234178543091"
"1083","2.669713020324707","2.669713020324707","2.669713020324707"
"1085","2.656560182571411","2.656560182571411","2.656560182571411"
"1087","2.6069071292877197","2.6069071292877197","2.6069071292877197"
"1089","2.555925130844116","2.555925130844116","2.555925130844116"
"1091","2.5968832969665527","2.5968832969665527","2.5968832969665527"
"1093","2.584099769592285","2.584099769592285","2.584099769592285"
"1095","2.6137397289276123","2.6137397289276123","2.6137397289276123"
"1097","2.7896265983581543","2.7896265983581543","2.7896265983581543"
"1099","2.643458127975464","2.643458127975464","2.643458127975464"
"1101","2.673707962036133","2.673707962036133","2.673707962036133"
"1103","2.652757406234741","2.652757406234741","2.652757406234741"
"1105","2.5694010257720947","2.5694010257720947","2.5694010257720947"
"1107","2.6108784675598145","2.6108784675598145","2.6108784675598145"
"1109","2.6042697429656982","2.6042697429656982","2.6042697429656982"
"1111","2.678527593612671","2.678527593612671","2.678527593612671"
"1113","2.5333292484283447","2.5333292484283447","2.5333292484283447"
"1115","2.657742738723755","2.657742738723755","2.657742738723755"
"1117","2.6884281635284424","2.6884281635284424","2.6884281635284424"
"1119","2.7221994400024414","2.7221994400024414","2.7221994400024414"
"1121","2.6746320724487305","2.6746320724487305","2.6746320724487305"
"1123","2.6380672454833984","2.6380672454833984","2.6380672454833984"
"1125","2.6560611724853516","2.6560611724853516","2.6560611724853516"
"1127","2.742830514907837","2.742830514907837","2.742830514907837"
"1129","2.609586715698242","2.609586715698242","2.609586715698242"
"1131","2.6479403972625732","2.6479403972625732","2.6479403972625732"
"1133","2.736180543899536","2.736180543899536","2.736180543899536"
"1135","2.645399808883667","2.645399808883667","2.645399808883667"
"1137","2.6667368412017822","2.6667368412017822","2.6667368412017822"
"1139","2.6157593727111816","2.6157593727111816","2.6157593727111816"
"1141","2.6252596378326416","2.6252596378326416","2.6252596378326416"
"1143","2.6603496074676514","2.6603496074676514","2.6603496074676514"
"1145","2.6567440032958984","2.6567440032958984","2.6567440032958984"
"1147","2.725708246231079","2.725708246231079","2.725708246231079"
"1149","2.683473587036133","2.683473587036133","2.683473587036133"
"1151","2.664309501647949","2.664309501647949","2.664309501647949"
"1153","2.707026720046997","2.707026720046997","2.707026720046997"
"1155","2.6186163425445557","2.6186163425445557","2.6186163425445557"
"1157","2.660825252532959","2.660825252532959","2.660825252532959"
"1159","2.6994059085845947","2.6994059085845947","2.6994059085845947"
"1161","2.6838626861572266","2.6838626861572266","2.6838626861572266"
"1163","2.586817741394043","2.586817741394043","2.586817741394043"
"1165","2.7350311279296875","2.7350311279296875","2.7350311279296875"
"1167","2.744144916534424","2.744144916534424","2.744144916534424"
"1169","2.737685441970825","2.737685441970825","2.737685441970825"
"1171","2.7187397480010986","2.7187397480010986","2.7187397480010986"
"1173","2.7363317012786865","2.7363317012786865","2.7363317012786865"
"1175","2.790374994277954","2.790374994277954","2.790374994277954"
"1177","2.7255759239196777","2.7255759239196777","2.7255759239196777"
"1179","2.7572975158691406","2.7572975158691406","2.7572975158691406"
"1181","2.712904930114746","2.712904930114746","2.712904930114746"
"1183","2.708484649658203","2.708484649658203","2.708484649658203"
"1185","2.6459102630615234","2.6459102630615234","2.6459102630615234"
"1187","2.641698122024536","2.641698122024536","2.641698122024536"
"1189","2.6742427349090576","2.6742427349090576","2.6742427349090576"
"1191","2.7563579082489014","2.7563579082489014","2.7563579082489014"
"1193","2.6867167949676514","2.6867167949676514","2.6867167949676514"
"1195","2.694039821624756","2.694039821624756","2.694039821624756"
"1197","2.701550245285034","2.701550245285034","2.701550245285034"
"1199","2.730768918991089","2.730768918991089","2.730768918991089"
"1201","2.661529541015625","2.661529541015625","2.661529541015625"
"1203","2.689751148223877","2.689751148223877","2.689751148223877"
"1205","2.683046817779541","2.683046817779541","2.683046817779541"
"1207","2.7580559253692627","2.7580559253692627","2.7580559253692627"
"1209","2.706460952758789","2.706460952758789","2.706460952758789"
"1211","2.695427417755127","2.695427417755127","2.695427417755127"
"1213","2.638706922531128","2.638706922531128","2.638706922531128"
"1215","2.9157931804656982","2.9157931804656982","2.9157931804656982"
"1217","2.8584043979644775","2.8584043979644775","2.8584043979644775"
"1219","2.8928394317626953","2.8928394317626953","2.8928394317626953"
"1221","2.826749801635742","2.826749801635742","2.826749801635742"
"1223","2.7540249824523926","2.7540249824523926","2.7540249824523926"
"1225","2.7813851833343506","2.7813851833343506","2.7813851833343506"
"1227","2.8105368614196777","2.8105368614196777","2.8105368614196777"
"1229","2.8245747089385986","2.8245747089385986","2.8245747089385986"
"1231","2.7727584838867188","2.7727584838867188","2.7727584838867188"
"1233","2.7856953144073486","2.7856953144073486","2.7856953144073486"
"1235","2.7416322231292725","2.7416322231292725","2.7416322231292725"
"1237","2.724317789077759","2.724317789077759","2.724317789077759"
"1239","2.748500108718872","2.748500108718872","2.748500108718872"
"1241","2.7266123294830322","2.7266123294830322","2.7266123294830322"
"1243","2.771656036376953","2.771656036376953","2.771656036376953"
"1245","2.721046209335327","2.721046209335327","2.721046209335327"
"1247","2.6774187088012695","2.6774187088012695","2.6774187088012695"
"1249","2.6846182346343994","2.6846182346343994","2.6846182346343994"
"1251","2.721083164215088","2.721083164215088","2.721083164215088"
"1253","2.7510266304016113","2.7510266304016113","2.7510266304016113"
"1255","2.6886146068573","2.6886146068573","2.6886146068573"
"1257","2.7156877517700195","2.7156877517700195","2.7156877517700195"
"1259","2.7223458290100098","2.7223458290100098","2.7223458290100098"
"1261","2.7024543285369873","2.7024543285369873","2.7024543285369873"
"1263","2.7186269760131836","2.7186269760131836","2.7186269760131836"
"1265","2.853043794631958","2.853043794631958","2.853043794631958"
"1267","2.922543525695801","2.922543525695801","2.922543525695801"
"1269","2.8271965980529785","2.8271965980529785","2.8271965980529785"
"1271","2.875533103942871","2.875533103942871","2.875533103942871"
"1273","2.7777934074401855","2.7777934074401855","2.7777934074401855"
"1275","2.910642623901367","2.910642623901367","2.910642623901367"
"1277","2.9170918464660645","2.9170918464660645","2.9170918464660645"
"1279","2.9043054580688477","2.9043054580688477","2.9043054580688477"
"1281","2.757065773010254","2.757065773010254","2.757065773010254"
"1283","2.8554508686065674","2.8554508686065674","2.8554508686065674"
"1285","2.7699790000915527","2.7699790000915527","2.7699790000915527"
"1287","2.820317506790161","2.820317506790161","2.820317506790161"
"1289","2.835982322692871","2.835982322692871","2.835982322692871"
"1291","2.744654655456543","2.744654655456543","2.744654655456543"
"1293","2.7899348735809326","2.7899348735809326","2.7899348735809326"
"1295","2.68023681640625","2.68023681640625","2.68023681640625"
"1297","2.7934517860412598","2.7934517860412598","2.7934517860412598"
"1299","2.793245315551758","2.793245315551758","2.793245315551758"
"1301","2.7473912239074707","2.7473912239074707","2.7473912239074707"
"1303","2.709686756134033","2.709686756134033","2.709686756134033"
"1305","2.730985403060913","2.730985403060913","2.730985403060913"
"1307","2.759157180786133","2.759157180786133","2.759157180786133"
"1309","2.779360294342041","2.779360294342041","2.779360294342041"
"1311","2.65689754486084","2.65689754486084","2.65689754486084"
"1313","2.8743526935577393","2.8743526935577393","2.8743526935577393"
"1315","2.905022144317627","2.905022144317627","2.905022144317627"
"1317","2.9399662017822266","2.9399662017822266","2.9399662017822266"
"1319","2.910799264907837","2.910799264907837","2.910799264907837"
"1321","2.917595624923706","2.917595624923706","2.917595624923706"
"1323","2.8768885135650635","2.8768885135650635","2.8768885135650635"
"1325","2.91660475730896","2.91660475730896","2.91660475730896"
"1327","2.948155403137207","2.948155403137207","2.948155403137207"
"1329","2.8491837978363037","2.8491837978363037","2.8491837978363037"
"1331","2.824514627456665","2.824514627456665","2.824514627456665"
"1333","2.883131504058838","2.883131504058838","2.883131504058838"
"1335","2.842001438140869","2.842001438140869","2.842001438140869"
"1337","2.8110952377319336","2.8110952377319336","2.8110952377319336"
"1339","2.7738966941833496","2.7738966941833496","2.7738966941833496"
"1341","2.831388473510742","2.831388473510742","2.831388473510742"
"1343","2.7891554832458496","2.7891554832458496","2.7891554832458496"
"1345","2.7566897869110107","2.7566897869110107","2.7566897869110107"
"1347","2.796670436859131","2.796670436859131","2.796670436859131"
"1349","2.8563265800476074","2.8563265800476074","2.8563265800476074"
"1351","2.7300102710723877","2.7300102710723877","2.7300102710723877"
"1353","2.755481004714966","2.755481004714966","2.755481004714966"
"1355","2.7931175231933594","2.7931175231933594","2.7931175231933594"
"1357","2.7988169193267822","2.7988169193267822","2.7988169193267822"
"1359","2.7964165210723877","2.7964165210723877","2.7964165210723877"
"1361","2.7053353786468506","2.7053353786468506","2.7053353786468506"
"1363","2.9356913566589355","2.9356913566589355","2.9356913566589355"
"1365","2.878647565841675","2.878647565841675","2.878647565841675"
"1367","2.8862462043762207","2.8862462043762207","2.8862462043762207"
"1369","2.9111578464508057","2.9111578464508057","2.9111578464508057"
"1371","2.944586753845215","2.944586753845215","2.944586753845215"
"1373","2.836900472640991","2.836900472640991","2.836900472640991"
"1375","2.8823704719543457","2.8823704719543457","2.8823704719543457"
"1377","2.899024724960327","2.899024724960327","2.899024724960327"
"1379","2.791710376739502","2.791710376739502","2.791710376739502"
"1381","2.8792724609375","2.8792724609375","2.8792724609375"
"1383","2.965327501296997","2.965327501296997","2.965327501296997"
"1385","2.8315188884735107","2.8315188884735107","2.8315188884735107"
"1387","2.858344078063965","2.858344078063965","2.858344078063965"
"1389","2.797546148300171","2.797546148300171","2.797546148300171"
"1391","2.866926908493042","2.866926908493042","2.866926908493042"
"1393","2.851515054702759","2.851515054702759","2.851515054702759"
"1395","2.8023245334625244","2.8023245334625244","2.8023245334625244"
"1397","2.8184914588928223","2.8184914588928223","2.8184914588928223"
"1399","2.789471387863159","2.789471387863159","2.789471387863159"
"1401","2.7704379558563232","2.7704379558563232","2.7704379558563232"
"1403","2.7658989429473877","2.7658989429473877","2.7658989429473877"
"1405","2.867539882659912","2.867539882659912","2.867539882659912"
"1407","2.859628438949585","2.859628438949585","2.859628438949585"
"1409","2.769256830215454","2.769256830215454","2.769256830215454"
"1411","2.805901288986206","2.805901288986206","2.805901288986206"
"1413","2.9998369216918945","2.9998369216918945","2.9998369216918945"
"1415","2.909785747528076","2.909785747528076","2.909785747528076"
"1417","2.848428249359131","2.848428249359131","2.848428249359131"
"1419","2.8821592330932617","2.8821592330932617","2.8821592330932617"
"1421","2.8932948112487793","2.8932948112487793","2.8932948112487793"
"1423","2.9330453872680664","2.9330453872680664","2.9330453872680664"
"1425","2.8450005054473877","2.8450005054473877","2.8450005054473877"
"1427","2.91111159324646","2.91111159324646","2.91111159324646"
"1429","2.780700922012329","2.780700922012329","2.780700922012329"
"1431","2.943187713623047","2.943187713623047","2.943187713623047"
"1433","3.007180690765381","3.007180690765381","3.007180690765381"
"1435","2.9090542793273926","2.9090542793273926","2.9090542793273926"
"1437","2.828382968902588","2.828382968902588","2.828382968902588"
"1439","2.904193639755249","2.904193639755249","2.904193639755249"
"1441","2.9547574520111084","2.9547574520111084","2.9547574520111084"
"1443","2.8884804248809814","2.8884804248809814","2.8884804248809814"
"1445","2.8861782550811768","2.8861782550811768","2.8861782550811768"
"1447","2.8533012866973877","2.8533012866973877","2.8533012866973877"
"1449","2.836798667907715","2.836798667907715","2.836798667907715"
"1451","2.7625746726989746","2.7625746726989746","2.7625746726989746"
"1453","2.8449456691741943","2.8449456691741943","2.8449456691741943"
"1455","2.843729257583618","2.843729257583618","2.843729257583618"
"1457","2.902989149093628","2.902989149093628","2.902989149093628"
"1459","2.798130750656128","2.798130750656128","2.798130750656128"
"1461","2.827453851699829","2.827453851699829","2.827453851699829"
"1463","2.941981077194214","2.941981077194214","2.941981077194214"
"1465","3.0141549110412598","3.0141549110412598","3.0141549110412598"
"1467","2.869443416595459","2.869443416595459","2.869443416595459"
"1469","2.9455058574676514","2.9455058574676514","2.9455058574676514"
"1471","2.875577449798584","2.875577449798584","2.875577449798584"
"1473","2.874798059463501","2.874798059463501","2.874798059463501"
"1475","2.9323437213897705","2.9323437213897705","2.9323437213897705"
"1477","2.8337409496307373","2.8337409496307373","2.8337409496307373"
"1479","2.748920440673828","2.748920440673828","2.748920440673828"
"1481","2.890901565551758","2.890901565551758","2.890901565551758"
"1483","2.9111742973327637","2.9111742973327637","2.9111742973327637"
"1485","3.034165859222412","3.034165859222412","3.034165859222412"
"1487","2.9227869510650635","2.9227869510650635","2.9227869510650635"
"1489","2.913689613342285","2.913689613342285","2.913689613342285"
"1491","2.8915348052978516","2.8915348052978516","2.8915348052978516"
"1493","2.902165174484253","2.902165174484253","2.902165174484253"
"1495","2.9376227855682373","2.9376227855682373","2.9376227855682373"
"1497","2.8428826332092285","2.8428826332092285","2.8428826332092285"
"1499","2.912374258041382","2.912374258041382","2.912374258041382"
"1501","2.8785135746002197","2.8785135746002197","2.8785135746002197"
"1503","2.878047227859497","2.878047227859497","2.878047227859497"
"1505","2.878955841064453","2.878955841064453","2.878955841064453"
"1507","2.8804516792297363","2.8804516792297363","2.8804516792297363"
"1509","2.8874075412750244","2.8874075412750244","2.8874075412750244"
"1511","2.878875255584717","2.878875255584717","2.878875255584717"
"1513","2.9435133934020996","2.9435133934020996","2.9435133934020996"
"1515","2.8848912715911865","2.8848912715911865","2.8848912715911865"
"1517","2.923882246017456","2.923882246017456","2.923882246017456"
"1519","2.9196441173553467","2.9196441173553467","2.9196441173553467"
"1521","2.920614719390869","2.920614719390869","2.920614719390869"
"1523","2.8943350315093994","2.8943350315093994","2.8943350315093994"
"1525","2.979745626449585","2.979745626449585","2.979745626449585"
"1527","2.9064011573791504","2.9064011573791504","2.9064011573791504"
"1529","2.846827268600464","2.846827268600464","2.846827268600464"
"1531","3.007776975631714","3.007776975631714","3.007776975631714"
"1533","2.970379114151001","2.970379114151001","2.970379114151001"
"1535","3.056469678878784","3.056469678878784","3.056469678878784"
"1537","2.9986348152160645","2.9986348152160645","2.9986348152160645"
"1539","3.039313316345215","3.039313316345215","3.039313316345215"
"1541","2.991739511489868","2.991739511489868","2.991739511489868"
"1543","3.0184500217437744","3.0184500217437744","3.0184500217437744"
"1545","3.0353240966796875","3.0353240966796875","3.0353240966796875"
"1547","2.908163547515869","2.908163547515869","2.908163547515869"
"1549","2.958566427230835","2.958566427230835","2.958566427230835"
"1551","2.8980205059051514","2.8980205059051514","2.8980205059051514"
"1553","2.885331869125366","2.885331869125366","2.885331869125366"
"1555","2.8777620792388916","2.8777620792388916","2.8777620792388916"
"1557","2.8873989582061768","2.8873989582061768","2.8873989582061768"
"1559","2.923889398574829","2.923889398574829","2.923889398574829"
"1561","2.918607711791992","2.918607711791992","2.918607711791992"
"1563","2.869367837905884","2.869367837905884","2.869367837905884"
"1565","2.9864306449890137","2.9864306449890137","2.9864306449890137"
"1567","2.9220244884490967","2.9220244884490967","2.9220244884490967"
"1569","2.941650390625","2.941650390625","2.941650390625"
"1571","2.9717752933502197","2.9717752933502197","2.9717752933502197"
"1573","2.896588087081909","2.896588087081909","2.896588087081909"
"1575","2.904473066329956","2.904473066329956","2.904473066329956"
"1577","2.880323886871338","2.880323886871338","2.880323886871338"
"1579","3.0064754486083984","3.0064754486083984","3.0064754486083984"
"1581","3.08693790435791","3.08693790435791","3.08693790435791"
"1583","3.032864570617676","3.032864570617676","3.032864570617676"
"1585","3.1142146587371826","3.1142146587371826","3.1142146587371826"
"1587","2.9759905338287354","2.9759905338287354","2.9759905338287354"
"1589","3.012962579727173","3.012962579727173","3.012962579727173"
"1591","3.0148773193359375","3.0148773193359375","3.0148773193359375"
"1593","2.9618635177612305","2.9618635177612305","2.9618635177612305"
"1595","2.9823806285858154","2.9823806285858154","2.9823806285858154"
"1597","3.010272979736328","3.010272979736328","3.010272979736328"
"1599","2.9651927947998047","2.9651927947998047","2.9651927947998047"
"1601","2.9660561084747314","2.9660561084747314","2.9660561084747314"
"1603","3.005560874938965","3.005560874938965","3.005560874938965"
"1605","2.9408223628997803","2.9408223628997803","2.9408223628997803"
"1607","2.943584442138672","2.943584442138672","2.943584442138672"
"1609","2.954753875732422","2.954753875732422","2.954753875732422"
"1611","2.94553279876709","2.94553279876709","2.94553279876709"
"1613","2.9848408699035645","2.9848408699035645","2.9848408699035645"
"1615","2.9594032764434814","2.9594032764434814","2.9594032764434814"
"1617","3.008692741394043","3.008692741394043","3.008692741394043"
"1619","2.8582379817962646","2.8582379817962646","2.8582379817962646"
"1621","2.957207679748535","2.957207679748535","2.957207679748535"
"1623","2.9725358486175537","2.9725358486175537","2.9725358486175537"
"1625","2.962066173553467","2.962066173553467","2.962066173553467"
"1627","2.942939043045044","2.942939043045044","2.942939043045044"
"1629","3.137781858444214","3.137781858444214","3.137781858444214"
"1631","3.065279245376587","3.065279245376587","3.065279245376587"
"1633","2.9790685176849365","2.9790685176849365","2.9790685176849365"
"1635","3.0289533138275146","3.0289533138275146","3.0289533138275146"
"1637","3.035675525665283","3.035675525665283","3.035675525665283"
"1639","2.9819719791412354","2.9819719791412354","2.9819719791412354"
"1641","3.0615413188934326","3.0615413188934326","3.0615413188934326"
"1643","2.967343330383301","2.967343330383301","2.967343330383301"
"1645","2.928799629211426","2.928799629211426","2.928799629211426"
"1647","2.98818302154541","2.98818302154541","2.98818302154541"
"1649","3.033477306365967","3.033477306365967","3.033477306365967"
"1651","3.0149598121643066","3.0149598121643066","3.0149598121643066"
"1653","3.010145425796509","3.010145425796509","3.010145425796509"
"1655","3.019770860671997","3.019770860671997","3.019770860671997"
"1657","3.017686605453491","3.017686605453491","3.017686605453491"
"1659","2.974452257156372","2.974452257156372","2.974452257156372"
"1661","2.941692590713501","2.941692590713501","2.941692590713501"
"1663","3.0192670822143555","3.0192670822143555","3.0192670822143555"
"1665","2.954141139984131","2.954141139984131","2.954141139984131"
"1667","2.968770742416382","2.968770742416382","2.968770742416382"
"1669","2.9598567485809326","2.9598567485809326","2.9598567485809326"
"1671","2.967916965484619","2.967916965484619","2.967916965484619"
"1673","2.9328439235687256","2.9328439235687256","2.9328439235687256"
"1675","2.980708360671997","2.980708360671997","2.980708360671997"
"1677","2.984947443008423","2.984947443008423","2.984947443008423"
"1679","3.179950475692749","3.179950475692749","3.179950475692749"
"1681","3.0545973777770996","3.0545973777770996","3.0545973777770996"
"1683","3.0420074462890625","3.0420074462890625","3.0420074462890625"
"1685","2.9643990993499756","2.9643990993499756","2.9643990993499756"
"1687","2.9978785514831543","2.9978785514831543","2.9978785514831543"
"1689","2.945974349975586","2.945974349975586","2.945974349975586"
"1691","2.975621461868286","2.975621461868286","2.975621461868286"
"1693","2.9616551399230957","2.9616551399230957","2.9616551399230957"
"1695","3.0013437271118164","3.0013437271118164","3.0013437271118164"
"1697","3.1129672527313232","3.1129672527313232","3.1129672527313232"
"1699","3.05930495262146","3.05930495262146","3.05930495262146"
"1701","3.0284500122070312","3.0284500122070312","3.0284500122070312"
"1703","3.056243419647217","3.056243419647217","3.056243419647217"
"1705","3.1341421604156494","3.1341421604156494","3.1341421604156494"
"1707","3.031566619873047","3.031566619873047","3.031566619873047"
"1709","2.982506275177002","2.982506275177002","2.982506275177002"
"1711","3.012187957763672","3.012187957763672","3.012187957763672"
"1713","2.9836511611938477","2.9836511611938477","2.9836511611938477"
"1715","3.0165441036224365","3.0165441036224365","3.0165441036224365"
"1717","3.0220277309417725","3.0220277309417725","3.0220277309417725"
"1719","3.033599376678467","3.033599376678467","3.033599376678467"
"1721","3.0130183696746826","3.0130183696746826","3.0130183696746826"
"1723","2.9872488975524902","2.9872488975524902","2.9872488975524902"
"1725","2.9754106998443604","2.9754106998443604","2.9754106998443604"
"1727","2.997023582458496","2.997023582458496","2.997023582458496"
"1729","3.0764098167419434","3.0764098167419434","3.0764098167419434"
"1731","3.035836935043335","3.035836935043335","3.035836935043335"
"1733","3.014728307723999","3.014728307723999","3.014728307723999"
"1735","2.9989125728607178","2.9989125728607178","2.9989125728607178"
"1737","3.024909019470215","3.024909019470215","3.024909019470215"
"1739","2.949537515640259","2.949537515640259","2.949537515640259"
"1741","3.0053513050079346","3.0053513050079346","3.0053513050079346"
"1743","2.9714183807373047","2.9714183807373047","2.9714183807373047"
"1745","2.919703483581543","2.919703483581543","2.919703483581543"
"1747","3.1380865573883057","3.1380865573883057","3.1380865573883057"
"1749","3.094424247741699","3.094424247741699","3.094424247741699"
"1751","3.164200782775879","3.164200782775879","3.164200782775879"
"1753","3.0907998085021973","3.0907998085021973","3.0907998085021973"
"1755","3.0938050746917725","3.0938050746917725","3.0938050746917725"
"1757","3.121739625930786","3.121739625930786","3.121739625930786"
"1759","3.098090410232544","3.098090410232544","3.098090410232544"
"1761","3.0686147212982178","3.0686147212982178","3.0686147212982178"
"1763","3.0531744956970215","3.0531744956970215","3.0531744956970215"
"1765","3.078721523284912","3.078721523284912","3.078721523284912"
"1767","3.04783034324646","3.04783034324646","3.04783034324646"
"1769","2.960789918899536","2.960789918899536","2.960789918899536"
"1771","3.029736280441284","3.029736280441284","3.029736280441284"
"1773","3.0137035846710205","3.0137035846710205","3.0137035846710205"
"1775","3.0366475582122803","3.0366475582122803","3.0366475582122803"
"1777","3.0386929512023926","3.0386929512023926","3.0386929512023926"
"1779","3.061465263366699","3.061465263366699","3.061465263366699"
"1781","3.02732253074646","3.02732253074646","3.02732253074646"
"1783","3.0334203243255615","3.0334203243255615","3.0334203243255615"
"1785","2.9781932830810547","2.9781932830810547","2.9781932830810547"
"1787","3.010237455368042","3.010237455368042","3.010237455368042"
"1789","2.9868154525756836","2.9868154525756836","2.9868154525756836"
"1791","3.018749713897705","3.018749713897705","3.018749713897705"
"1793","3.037041187286377","3.037041187286377","3.037041187286377"
"1795","2.9391977787017822","2.9391977787017822","2.9391977787017822"
"1797","3.2167975902557373","3.2167975902557373","3.2167975902557373"
"1799","3.2552318572998047","3.2552318572998047","3.2552318572998047"
"1801","3.1732351779937744","3.1732351779937744","3.1732351779937744"
"1803","3.1644535064697266","3.1644535064697266","3.1644535064697266"
"1805","3.228817939758301","3.228817939758301","3.228817939758301"
"1807","3.081794261932373","3.081794261932373","3.081794261932373"
"1809","3.1195480823516846","3.1195480823516846","3.1195480823516846"
"1811","3.134474992752075","3.134474992752075","3.134474992752075"
"1813","3.107595443725586","3.107595443725586","3.107595443725586"
"1815","3.129566192626953","3.129566192626953","3.129566192626953"
"1817","3.129229784011841","3.129229784011841","3.129229784011841"
"1819","3.075871706008911","3.075871706008911","3.075871706008911"
"1821","3.0583066940307617","3.0583066940307617","3.0583066940307617"
"1823","3.108586072921753","3.108586072921753","3.108586072921753"
"1825","3.014711380004883","3.014711380004883","3.014711380004883"
"1827","3.0415701866149902","3.0415701866149902","3.0415701866149902"
"1829","2.9783272743225098","2.9783272743225098","2.9783272743225098"
"1831","3.0169565677642822","3.0169565677642822","3.0169565677642822"
