"train/global_step","./falcon_gpt_results_packing - _step","./falcon_gpt_results_packing - _step__MIN","./falcon_gpt_results_packing - _step__MAX","./falcon_gpt_results_packing - eval/loss","./falcon_gpt_results_packing - eval/loss__MIN","./falcon_gpt_results_packing - eval/loss__MAX"
"17900","715","715","715","1.45674729347229","1.45674729347229","1.45674729347229"
"17950","717","717","717","1.4552687406539917","1.4552687406539917","1.4552687406539917"
"18000","719","719","719","1.4544261693954468","1.4544261693954468","1.4544261693954468"
"18050","721","721","721","1.4468517303466797","1.4468517303466797","1.4468517303466797"
"18100","723","723","723","1.4614046812057495","1.4614046812057495","1.4614046812057495"
"18150","725","725","725","1.452870488166809","1.452870488166809","1.452870488166809"
"18200","727","727","727","1.4568897485733032","1.4568897485733032","1.4568897485733032"
"18250","729","729","729","1.4500125646591187","1.4500125646591187","1.4500125646591187"
"18300","731","731","731","1.452370524406433","1.452370524406433","1.452370524406433"
"18350","733","733","733","1.4555296897888184","1.4555296897888184","1.4555296897888184"
"18400","735","735","735","1.456191897392273","1.456191897392273","1.456191897392273"
"18450","737","737","737","1.4435769319534302","1.4435769319534302","1.4435769319534302"
"18500","739","739","739","1.4433951377868652","1.4433951377868652","1.4433951377868652"
"18550","741","741","741","1.4510592222213745","1.4510592222213745","1.4510592222213745"
"18600","743","743","743","1.4473754167556763","1.4473754167556763","1.4473754167556763"
"18650","745","745","745","1.4694085121154785","1.4694085121154785","1.4694085121154785"
"18700","747","747","747","1.471204400062561","1.471204400062561","1.471204400062561"
"18750","749","749","749","1.4742494821548462","1.4742494821548462","1.4742494821548462"
"18800","751","751","751","1.4840292930603027","1.4840292930603027","1.4840292930603027"
"18850","753","753","753","1.4733948707580566","1.4733948707580566","1.4733948707580566"
"18900","755","755","755","1.468731164932251","1.468731164932251","1.468731164932251"
"18950","757","757","757","1.4697203636169434","1.4697203636169434","1.4697203636169434"
"19000","759","759","759","1.46564781665802","1.46564781665802","1.46564781665802"
"19050","761","761","761","1.464920163154602","1.464920163154602","1.464920163154602"
"19100","763","763","763","1.463828206062317","1.463828206062317","1.463828206062317"
"19150","765","765","765","1.4599775075912476","1.4599775075912476","1.4599775075912476"
"19200","767","767","767","1.464625597000122","1.464625597000122","1.464625597000122"
"19250","769","769","769","1.4668775796890259","1.4668775796890259","1.4668775796890259"
"19300","771","771","771","1.450545310974121","1.450545310974121","1.450545310974121"
"19350","773","773","773","1.4642786979675293","1.4642786979675293","1.4642786979675293"
"19400","775","775","775","1.4618852138519287","1.4618852138519287","1.4618852138519287"
"19450","777","777","777","1.4606040716171265","1.4606040716171265","1.4606040716171265"
"19500","779","779","779","1.4866018295288086","1.4866018295288086","1.4866018295288086"
"19550","781","781","781","1.4896308183670044","1.4896308183670044","1.4896308183670044"
"19600","783","783","783","1.4998302459716797","1.4998302459716797","1.4998302459716797"
"19650","785","785","785","1.4944933652877808","1.4944933652877808","1.4944933652877808"
"19700","787","787","787","1.4782922267913818","1.4782922267913818","1.4782922267913818"
"19750","789","789","789","1.4870362281799316","1.4870362281799316","1.4870362281799316"
"19800","791","791","791","1.485921025276184","1.485921025276184","1.485921025276184"
"19850","793","793","793","1.4831478595733643","1.4831478595733643","1.4831478595733643"
"19900","795","795","795","1.476922869682312","1.476922869682312","1.476922869682312"
"19950","797","797","797","1.4687306880950928","1.4687306880950928","1.4687306880950928"
"20000","799","799","799","1.4744881391525269","1.4744881391525269","1.4744881391525269"
"20050","801","801","801","1.4747849702835083","1.4747849702835083","1.4747849702835083"
"20100","803","803","803","1.4720826148986816","1.4720826148986816","1.4720826148986816"
"20150","805","805","805","1.4669257402420044","1.4669257402420044","1.4669257402420044"
"20200","807","807","807","1.4678292274475098","1.4678292274475098","1.4678292274475098"
"20250","809","809","809","1.4720793962478638","1.4720793962478638","1.4720793962478638"
"20300","811","811","811","1.4731673002243042","1.4731673002243042","1.4731673002243042"
"20350","813","813","813","1.4953070878982544","1.4953070878982544","1.4953070878982544"
"20400","815","815","815","1.4923803806304932","1.4923803806304932","1.4923803806304932"
"20450","817","817","817","1.510501503944397","1.510501503944397","1.510501503944397"
"20500","819","819","819","1.484264612197876","1.484264612197876","1.484264612197876"
"20550","821","821","821","1.498862385749817","1.498862385749817","1.498862385749817"
"20600","823","823","823","1.505006194114685","1.505006194114685","1.505006194114685"
"20650","825","825","825","1.502219319343567","1.502219319343567","1.502219319343567"
"20700","827","827","827","1.487112283706665","1.487112283706665","1.487112283706665"
"20750","829","829","829","1.4874545335769653","1.4874545335769653","1.4874545335769653"
"20800","831","831","831","1.4956786632537842","1.4956786632537842","1.4956786632537842"
"20850","833","833","833","1.4828153848648071","1.4828153848648071","1.4828153848648071"
"20900","835","835","835","1.4941424131393433","1.4941424131393433","1.4941424131393433"
"20950","837","837","837","1.490618109703064","1.490618109703064","1.490618109703064"
"21000","839","839","839","1.4828790426254272","1.4828790426254272","1.4828790426254272"
"21050","841","841","841","1.483743667602539","1.483743667602539","1.483743667602539"
"21100","843","843","843","1.4827314615249634","1.4827314615249634","1.4827314615249634"
"21150","845","845","845","1.498118281364441","1.498118281364441","1.498118281364441"
"21200","847","847","847","1.5073622465133667","1.5073622465133667","1.5073622465133667"
"21250","849","849","849","1.4985486268997192","1.4985486268997192","1.4985486268997192"
"21300","851","851","851","1.4997330904006958","1.4997330904006958","1.4997330904006958"
"21350","853","853","853","1.4993352890014648","1.4993352890014648","1.4993352890014648"
"21400","855","855","855","1.5008876323699951","1.5008876323699951","1.5008876323699951"
"21450","857","857","857","1.501444697380066","1.501444697380066","1.501444697380066"
"21500","859","859","859","1.4972524642944336","1.4972524642944336","1.4972524642944336"
"21550","861","861","861","1.4882066249847412","1.4882066249847412","1.4882066249847412"
"21600","863","863","863","1.5161340236663818","1.5161340236663818","1.5161340236663818"
"21650","865","865","865","1.5060569047927856","1.5060569047927856","1.5060569047927856"
"21700","867","867","867","1.511186957359314","1.511186957359314","1.511186957359314"
"21750","869","869","869","1.5094234943389893","1.5094234943389893","1.5094234943389893"
"21800","871","871","871","1.5026919841766357","1.5026919841766357","1.5026919841766357"
"21850","873","873","873","1.5025842189788818","1.5025842189788818","1.5025842189788818"
"21900","875","875","875","1.501564860343933","1.501564860343933","1.501564860343933"
"21950","877","877","877","1.4886847734451294","1.4886847734451294","1.4886847734451294"
"22000","879","879","879","1.5241705179214478","1.5241705179214478","1.5241705179214478"
"22050","881","881","881","1.5034407377243042","1.5034407377243042","1.5034407377243042"
"22100","883","883","883","1.5145572423934937","1.5145572423934937","1.5145572423934937"
"22150","885","885","885","1.5030028820037842","1.5030028820037842","1.5030028820037842"
"22200","887","887","887","1.5096479654312134","1.5096479654312134","1.5096479654312134"
"22250","889","889","889","1.5065876245498657","1.5065876245498657","1.5065876245498657"
"22300","891","891","891","1.4965232610702515","1.4965232610702515","1.4965232610702515"
"22350","893","893","893","1.5182489156723022","1.5182489156723022","1.5182489156723022"
"22400","895","895","895","1.4985287189483643","1.4985287189483643","1.4985287189483643"
"22450","897","897","897","1.527733325958252","1.527733325958252","1.527733325958252"
"22500","899","899","899","1.512471318244934","1.512471318244934","1.512471318244934"
"22550","901","901","901","1.5269694328308105","1.5269694328308105","1.5269694328308105"
"22600","903","903","903","1.5264967679977417","1.5264967679977417","1.5264967679977417"
"22650","905","905","905","1.5222909450531006","1.5222909450531006","1.5222909450531006"
"22700","907","907","907","1.5192831754684448","1.5192831754684448","1.5192831754684448"
"22750","909","909","909","1.5199790000915527","1.5199790000915527","1.5199790000915527"
"22800","911","911","911","1.5203300714492798","1.5203300714492798","1.5203300714492798"
"22850","913","913","913","1.518915057182312","1.518915057182312","1.518915057182312"
"22900","915","915","915","1.5296003818511963","1.5296003818511963","1.5296003818511963"
"22950","917","917","917","1.5163849592208862","1.5163849592208862","1.5163849592208862"
"23000","919","919","919","1.5087041854858398","1.5087041854858398","1.5087041854858398"
"23050","921","921","921","1.5254961252212524","1.5254961252212524","1.5254961252212524"
"23100","923","923","923","1.5190582275390625","1.5190582275390625","1.5190582275390625"
"23150","925","925","925","1.5123417377471924","1.5123417377471924","1.5123417377471924"
"23200","927","927","927","1.5090429782867432","1.5090429782867432","1.5090429782867432"
"23250","929","929","929","1.501161813735962","1.501161813735962","1.501161813735962"
"23300","931","931","931","1.560802698135376","1.560802698135376","1.560802698135376"
"23350","933","933","933","1.552681803703308","1.552681803703308","1.552681803703308"
"23400","935","935","935","1.5400748252868652","1.5400748252868652","1.5400748252868652"
"23450","937","937","937","1.5460478067398071","1.5460478067398071","1.5460478067398071"
"23500","939","939","939","1.5382834672927856","1.5382834672927856","1.5382834672927856"
"23550","941","941","941","1.539512276649475","1.539512276649475","1.539512276649475"
"23600","943","943","943","1.5298020839691162","1.5298020839691162","1.5298020839691162"
"23650","945","945","945","1.536116600036621","1.536116600036621","1.536116600036621"
"23700","947","947","947","1.53933846950531","1.53933846950531","1.53933846950531"
"23750","949","949","949","1.5320308208465576","1.5320308208465576","1.5320308208465576"
"23800","951","951","951","1.5272929668426514","1.5272929668426514","1.5272929668426514"
"23850","953","953","953","1.5226261615753174","1.5226261615753174","1.5226261615753174"
"23900","955","955","955","1.5187594890594482","1.5187594890594482","1.5187594890594482"
"23950","957","957","957","1.5170223712921143","1.5170223712921143","1.5170223712921143"
"24000","959","959","959","1.518465280532837","1.518465280532837","1.518465280532837"
"24050","961","961","961","1.534280776977539","1.534280776977539","1.534280776977539"
"24100","963","963","963","1.5363084077835083","1.5363084077835083","1.5363084077835083"
"24150","965","965","965","1.563742995262146","1.563742995262146","1.563742995262146"
"24200","967","967","967","1.5593491792678833","1.5593491792678833","1.5593491792678833"
"24250","969","969","969","1.5716735124588013","1.5716735124588013","1.5716735124588013"
"24300","971","971","971","1.5511071681976318","1.5511071681976318","1.5511071681976318"
"24350","973","973","973","1.5559276342391968","1.5559276342391968","1.5559276342391968"
"24400","975","975","975","1.5666325092315674","1.5666325092315674","1.5666325092315674"
"24450","977","977","977","1.5699690580368042","1.5699690580368042","1.5699690580368042"
"24500","979","979","979","1.5562491416931152","1.5562491416931152","1.5562491416931152"
"24550","981","981","981","1.5472922325134277","1.5472922325134277","1.5472922325134277"
"24600","983","983","983","1.5430258512496948","1.5430258512496948","1.5430258512496948"
"24650","985","985","985","1.538089632987976","1.538089632987976","1.538089632987976"
"24700","987","987","987","1.5350466966629028","1.5350466966629028","1.5350466966629028"
"24750","989","989","989","1.5376797914505005","1.5376797914505005","1.5376797914505005"
"24800","991","991","991","1.5338013172149658","1.5338013172149658","1.5338013172149658"
"24850","993","993","993","1.5405546426773071","1.5405546426773071","1.5405546426773071"
"24900","995","995","995","1.5414096117019653","1.5414096117019653","1.5414096117019653"
"24950","997","997","997","1.548967719078064","1.548967719078064","1.548967719078064"
"25000","999","999","999","1.5691338777542114","1.5691338777542114","1.5691338777542114"
"25050","1001","1001","1001","1.572506308555603","1.572506308555603","1.572506308555603"
"25100","1003","1003","1003","1.56560480594635","1.56560480594635","1.56560480594635"
"25150","1005","1005","1005","1.5693943500518799","1.5693943500518799","1.5693943500518799"
"25200","1007","1007","1007","1.565973162651062","1.565973162651062","1.565973162651062"
"25250","1009","1009","1009","1.567223072052002","1.567223072052002","1.567223072052002"
"25300","1011","1011","1011","1.5753124952316284","1.5753124952316284","1.5753124952316284"
"25350","1013","1013","1013","1.570909857749939","1.570909857749939","1.570909857749939"
"25400","1015","1015","1015","1.5591930150985718","1.5591930150985718","1.5591930150985718"
"25450","1017","1017","1017","1.5649527311325073","1.5649527311325073","1.5649527311325073"
"25500","1019","1019","1019","1.560325264930725","1.560325264930725","1.560325264930725"
"25550","1021","1021","1021","1.5573792457580566","1.5573792457580566","1.5573792457580566"
"25600","1023","1023","1023","1.5484696626663208","1.5484696626663208","1.5484696626663208"
"25650","1025","1025","1025","1.5637060403823853","1.5637060403823853","1.5637060403823853"
"25700","1027","1027","1027","1.5445176362991333","1.5445176362991333","1.5445176362991333"
"25750","1029","1029","1029","1.5502930879592896","1.5502930879592896","1.5502930879592896"
"25800","1031","1031","1031","1.576006293296814","1.576006293296814","1.576006293296814"
"25850","1033","1033","1033","1.5669376850128174","1.5669376850128174","1.5669376850128174"
"25900","1035","1035","1035","1.5767462253570557","1.5767462253570557","1.5767462253570557"
"25950","1037","1037","1037","1.569734811782837","1.569734811782837","1.569734811782837"
"26000","1039","1039","1039","1.572501540184021","1.572501540184021","1.572501540184021"
"26050","1041","1041","1041","1.5841110944747925","1.5841110944747925","1.5841110944747925"
"26100","1043","1043","1043","1.5558854341506958","1.5558854341506958","1.5558854341506958"
"26150","1045","1045","1045","1.561264991760254","1.561264991760254","1.561264991760254"
"26200","1047","1047","1047","1.5626108646392822","1.5626108646392822","1.5626108646392822"
"26250","1049","1049","1049","1.5760815143585205","1.5760815143585205","1.5760815143585205"
"26300","1051","1051","1051","1.5733755826950073","1.5733755826950073","1.5733755826950073"
"26350","1053","1053","1053","1.5833740234375","1.5833740234375","1.5833740234375"
"26400","1055","1055","1055","1.573604702949524","1.573604702949524","1.573604702949524"
"26450","1057","1057","1057","1.5767123699188232","1.5767123699188232","1.5767123699188232"
"26500","1059","1059","1059","1.578603982925415","1.578603982925415","1.578603982925415"
"26550","1061","1061","1061","1.570854663848877","1.570854663848877","1.570854663848877"
"26600","1063","1063","1063","1.5646408796310425","1.5646408796310425","1.5646408796310425"
"26650","1065","1065","1065","1.579089879989624","1.579089879989624","1.579089879989624"
"26700","1067","1067","1067","1.580474853515625","1.580474853515625","1.580474853515625"
"26750","1069","1069","1069","1.5746411085128784","1.5746411085128784","1.5746411085128784"
"26800","1071","1071","1071","1.5865286588668823","1.5865286588668823","1.5865286588668823"
"26850","1073","1073","1073","1.5811855792999268","1.5811855792999268","1.5811855792999268"
"26900","1075","1075","1075","1.5792583227157593","1.5792583227157593","1.5792583227157593"
"26950","1077","1077","1077","1.5697466135025024","1.5697466135025024","1.5697466135025024"
"27000","1079","1079","1079","1.5805062055587769","1.5805062055587769","1.5805062055587769"
"27050","1081","1081","1081","1.5617872476577759","1.5617872476577759","1.5617872476577759"
"27100","1083","1083","1083","1.5932101011276245","1.5932101011276245","1.5932101011276245"
"27150","1085","1085","1085","1.592689037322998","1.592689037322998","1.592689037322998"
"27200","1087","1087","1087","1.5983622074127197","1.5983622074127197","1.5983622074127197"
"27250","1089","1089","1089","1.594496726989746","1.594496726989746","1.594496726989746"
"27300","1091","1091","1091","1.5942885875701904","1.5942885875701904","1.5942885875701904"
"27350","1093","1093","1093","1.6009467840194702","1.6009467840194702","1.6009467840194702"
"27400","1095","1095","1095","1.5937680006027222","1.5937680006027222","1.5937680006027222"
"27450","1097","1097","1097","1.5813190937042236","1.5813190937042236","1.5813190937042236"
"27500","1099","1099","1099","1.5847563743591309","1.5847563743591309","1.5847563743591309"
"27550","1101","1101","1101","1.5897846221923828","1.5897846221923828","1.5897846221923828"
"27600","1103","1103","1103","1.590423583984375","1.590423583984375","1.590423583984375"
"27650","1105","1105","1105","1.593877911567688","1.593877911567688","1.593877911567688"
"27700","1107","1107","1107","1.5963077545166016","1.5963077545166016","1.5963077545166016"
"27750","1109","1109","1109","1.5849478244781494","1.5849478244781494","1.5849478244781494"
"27800","1111","1111","1111","1.5824611186981201","1.5824611186981201","1.5824611186981201"
"27850","1113","1113","1113","1.5853034257888794","1.5853034257888794","1.5853034257888794"
"27900","1115","1115","1115","1.582260251045227","1.582260251045227","1.582260251045227"
"27950","1117","1117","1117","1.6113841533660889","1.6113841533660889","1.6113841533660889"
"28000","1119","1119","1119","1.6190184354782104","1.6190184354782104","1.6190184354782104"
"28050","1121","1121","1121","1.6246473789215088","1.6246473789215088","1.6246473789215088"
"28100","1123","1123","1123","1.6328433752059937","1.6328433752059937","1.6328433752059937"
"28150","1125","1125","1125","1.6115005016326904","1.6115005016326904","1.6115005016326904"
"28200","1127","1127","1127","1.6200278997421265","1.6200278997421265","1.6200278997421265"
"28250","1129","1129","1129","1.6131577491760254","1.6131577491760254","1.6131577491760254"
"28300","1131","1131","1131","1.6037821769714355","1.6037821769714355","1.6037821769714355"
"28350","1133","1133","1133","1.6150139570236206","1.6150139570236206","1.6150139570236206"
"28400","1135","1135","1135","1.6044974327087402","1.6044974327087402","1.6044974327087402"
"28450","1137","1137","1137","1.5994445085525513","1.5994445085525513","1.5994445085525513"
"28500","1139","1139","1139","1.5995675325393677","1.5995675325393677","1.5995675325393677"
"28550","1141","1141","1141","1.5914549827575684","1.5914549827575684","1.5914549827575684"
"28600","1143","1143","1143","1.5910470485687256","1.5910470485687256","1.5910470485687256"
"28650","1145","1145","1145","1.5943986177444458","1.5943986177444458","1.5943986177444458"
"28700","1147","1147","1147","1.5903512239456177","1.5903512239456177","1.5903512239456177"
"28750","1149","1149","1149","1.6008332967758179","1.6008332967758179","1.6008332967758179"
"28800","1151","1151","1151","1.6361688375473022","1.6361688375473022","1.6361688375473022"
"28850","1153","1153","1153","1.6442445516586304","1.6442445516586304","1.6442445516586304"
"28900","1155","1155","1155","1.6346558332443237","1.6346558332443237","1.6346558332443237"
"28950","1157","1157","1157","1.6515300273895264","1.6515300273895264","1.6515300273895264"
"29000","1159","1159","1159","1.6241182088851929","1.6241182088851929","1.6241182088851929"
"29050","1161","1161","1161","1.640230655670166","1.640230655670166","1.640230655670166"
"29100","1163","1163","1163","1.6403522491455078","1.6403522491455078","1.6403522491455078"
"29150","1165","1165","1165","1.6467684507369995","1.6467684507369995","1.6467684507369995"
"29200","1167","1167","1167","1.6119056940078735","1.6119056940078735","1.6119056940078735"
"29250","1169","1169","1169","1.6180871725082397","1.6180871725082397","1.6180871725082397"
"29300","1171","1171","1171","1.6143405437469482","1.6143405437469482","1.6143405437469482"
"29350","1173","1173","1173","1.6172233819961548","1.6172233819961548","1.6172233819961548"
"29400","1175","1175","1175","1.6029516458511353","1.6029516458511353","1.6029516458511353"
"29450","1177","1177","1177","1.6076589822769165","1.6076589822769165","1.6076589822769165"
"29500","1179","1179","1179","1.6030619144439697","1.6030619144439697","1.6030619144439697"
"29550","1181","1181","1181","1.5990861654281616","1.5990861654281616","1.5990861654281616"
"29600","1183","1183","1183","1.62906014919281","1.62906014919281","1.62906014919281"
"29650","1185","1185","1185","1.6510804891586304","1.6510804891586304","1.6510804891586304"
"29700","1187","1187","1187","1.645818829536438","1.645818829536438","1.645818829536438"
"29750","1189","1189","1189","1.6428465843200684","1.6428465843200684","1.6428465843200684"
"29800","1191","1191","1191","1.6497406959533691","1.6497406959533691","1.6497406959533691"
"29850","1193","1193","1193","1.6328777074813843","1.6328777074813843","1.6328777074813843"
"29900","1195","1195","1195","1.6476404666900635","1.6476404666900635","1.6476404666900635"
"29950","1197","1197","1197","1.639366626739502","1.639366626739502","1.639366626739502"
"30000","1199","1199","1199","1.6372438669204712","1.6372438669204712","1.6372438669204712"
"30050","1201","1201","1201","1.6253770589828491","1.6253770589828491","1.6253770589828491"
"30100","1203","1203","1203","1.6360810995101929","1.6360810995101929","1.6360810995101929"
"30150","1205","1205","1205","1.6376293897628784","1.6376293897628784","1.6376293897628784"
"30200","1207","1207","1207","1.6235450506210327","1.6235450506210327","1.6235450506210327"
"30250","1209","1209","1209","1.624708890914917","1.624708890914917","1.624708890914917"
"30300","1211","1211","1211","1.6189650297164917","1.6189650297164917","1.6189650297164917"
"30350","1213","1213","1213","1.6243420839309692","1.6243420839309692","1.6243420839309692"
"30400","1215","1215","1215","1.6125613451004028","1.6125613451004028","1.6125613451004028"
"30450","1217","1217","1217","1.6528018712997437","1.6528018712997437","1.6528018712997437"
"30500","1219","1219","1219","1.64751398563385","1.64751398563385","1.64751398563385"
"30550","1221","1221","1221","1.6510467529296875","1.6510467529296875","1.6510467529296875"
"30600","1223","1223","1223","1.6552460193634033","1.6552460193634033","1.6552460193634033"
"30650","1225","1225","1225","1.6456704139709473","1.6456704139709473","1.6456704139709473"
"30700","1227","1227","1227","1.6528801918029785","1.6528801918029785","1.6528801918029785"
"30750","1229","1229","1229","1.656722903251648","1.656722903251648","1.656722903251648"
"30800","1231","1231","1231","1.6474765539169312","1.6474765539169312","1.6474765539169312"
"30850","1233","1233","1233","1.6359788179397583","1.6359788179397583","1.6359788179397583"
"30900","1235","1235","1235","1.6531716585159302","1.6531716585159302","1.6531716585159302"
"30950","1237","1237","1237","1.6496011018753052","1.6496011018753052","1.6496011018753052"
"31000","1239","1239","1239","1.659047245979309","1.659047245979309","1.659047245979309"
"31050","1241","1241","1241","1.6457350254058838","1.6457350254058838","1.6457350254058838"
"31100","1243","1243","1243","1.6461364030838013","1.6461364030838013","1.6461364030838013"
"31150","1245","1245","1245","1.6461175680160522","1.6461175680160522","1.6461175680160522"
"31200","1247","1247","1247","1.634482502937317","1.634482502937317","1.634482502937317"
"31250","1249","1249","1249","1.6339846849441528","1.6339846849441528","1.6339846849441528"
"31300","1251","1251","1251","1.6617696285247803","1.6617696285247803","1.6617696285247803"
"31350","1253","1253","1253","1.6489611864089966","1.6489611864089966","1.6489611864089966"
"31400","1255","1255","1255","1.6589831113815308","1.6589831113815308","1.6589831113815308"
"31450","1257","1257","1257","1.6528807878494263","1.6528807878494263","1.6528807878494263"
"31500","1259","1259","1259","1.6628823280334473","1.6628823280334473","1.6628823280334473"
"31550","1261","1261","1261","1.65288507938385","1.65288507938385","1.65288507938385"
"31600","1263","1263","1263","1.6576744318008423","1.6576744318008423","1.6576744318008423"
"31650","1265","1265","1265","1.6498180627822876","1.6498180627822876","1.6498180627822876"
"31700","1267","1267","1267","1.6221731901168823","1.6221731901168823","1.6221731901168823"
"31750","1269","1269","1269","1.6631109714508057","1.6631109714508057","1.6631109714508057"
"31800","1271","1271","1271","1.6721967458724976","1.6721967458724976","1.6721967458724976"
"31850","1273","1273","1273","1.6640849113464355","1.6640849113464355","1.6640849113464355"
"31900","1275","1275","1275","1.6663862466812134","1.6663862466812134","1.6663862466812134"
"31950","1277","1277","1277","1.6602919101715088","1.6602919101715088","1.6602919101715088"
"32000","1279","1279","1279","1.6644384860992432","1.6644384860992432","1.6644384860992432"
"32050","1281","1281","1281","1.654482364654541","1.654482364654541","1.654482364654541"
"32100","1283","1283","1283","1.658699631690979","1.658699631690979","1.658699631690979"
"32150","1285","1285","1285","1.675335168838501","1.675335168838501","1.675335168838501"
"32200","1287","1287","1287","1.6599708795547485","1.6599708795547485","1.6599708795547485"
"32250","1289","1289","1289","1.653630018234253","1.653630018234253","1.653630018234253"
"32300","1291","1291","1291","1.665238380432129","1.665238380432129","1.665238380432129"
"32350","1293","1293","1293","1.6551355123519897","1.6551355123519897","1.6551355123519897"
"32400","1295","1295","1295","1.6642277240753174","1.6642277240753174","1.6642277240753174"
"32450","1297","1297","1297","1.6626559495925903","1.6626559495925903","1.6626559495925903"
"32500","1299","1299","1299","1.652668833732605","1.652668833732605","1.652668833732605"
"32550","1301","1301","1301","1.644688367843628","1.644688367843628","1.644688367843628"
"32600","1303","1303","1303","1.6949524879455566","1.6949524879455566","1.6949524879455566"
"32650","1305","1305","1305","1.7034450769424438","1.7034450769424438","1.7034450769424438"
"32700","1307","1307","1307","1.686475396156311","1.686475396156311","1.686475396156311"
"32750","1309","1309","1309","1.6918065547943115","1.6918065547943115","1.6918065547943115"
"32800","1311","1311","1311","1.698076605796814","1.698076605796814","1.698076605796814"
"32850","1313","1313","1313","1.6884011030197144","1.6884011030197144","1.6884011030197144"
"32900","1315","1315","1315","1.6733969449996948","1.6733969449996948","1.6733969449996948"
"32950","1317","1317","1317","1.6816905736923218","1.6816905736923218","1.6816905736923218"
"33000","1319","1319","1319","1.6857435703277588","1.6857435703277588","1.6857435703277588"
"33050","1321","1321","1321","1.6664674282073975","1.6664674282073975","1.6664674282073975"
"33100","1323","1323","1323","1.6569459438323975","1.6569459438323975","1.6569459438323975"
"33150","1325","1325","1325","1.6719412803649902","1.6719412803649902","1.6719412803649902"
"33200","1327","1327","1327","1.6723421812057495","1.6723421812057495","1.6723421812057495"
"33250","1329","1329","1329","1.6640231609344482","1.6640231609344482","1.6640231609344482"
"33300","1331","1331","1331","1.67336905002594","1.67336905002594","1.67336905002594"
"33350","1333","1333","1333","1.6526306867599487","1.6526306867599487","1.6526306867599487"
"33400","1335","1335","1335","1.6716291904449463","1.6716291904449463","1.6716291904449463"
"33450","1337","1337","1337","1.7087019681930542","1.7087019681930542","1.7087019681930542"
"33500","1339","1339","1339","1.7072564363479614","1.7072564363479614","1.7072564363479614"
"33550","1341","1341","1341","1.7208095788955688","1.7208095788955688","1.7208095788955688"
"33600","1343","1343","1343","1.7092463970184326","1.7092463970184326","1.7092463970184326"
"33650","1345","1345","1345","1.7222354412078857","1.7222354412078857","1.7222354412078857"
"33700","1347","1347","1347","1.7053735256195068","1.7053735256195068","1.7053735256195068"
"33750","1349","1349","1349","1.7188957929611206","1.7188957929611206","1.7188957929611206"
"33800","1351","1351","1351","1.7040587663650513","1.7040587663650513","1.7040587663650513"
"33850","1353","1353","1353","1.6777548789978027","1.6777548789978027","1.6777548789978027"
"33900","1355","1355","1355","1.6867822408676147","1.6867822408676147","1.6867822408676147"
"33950","1357","1357","1357","1.6767587661743164","1.6767587661743164","1.6767587661743164"
"34000","1359","1359","1359","1.6932889223098755","1.6932889223098755","1.6932889223098755"
"34050","1361","1361","1361","1.6889283657073975","1.6889283657073975","1.6889283657073975"
"34100","1363","1363","1363","1.6825852394104004","1.6825852394104004","1.6825852394104004"
"34150","1365","1365","1365","1.6713769435882568","1.6713769435882568","1.6713769435882568"
"34200","1367","1367","1367","1.671568512916565","1.671568512916565","1.671568512916565"
"34250","1369","1369","1369","1.7014834880828857","1.7014834880828857","1.7014834880828857"
"34300","1371","1371","1371","1.7246710062026978","1.7246710062026978","1.7246710062026978"
"34350","1373","1373","1373","1.7282403707504272","1.7282403707504272","1.7282403707504272"
"34400","1375","1375","1375","1.7155193090438843","1.7155193090438843","1.7155193090438843"
"34450","1377","1377","1377","1.7221916913986206","1.7221916913986206","1.7221916913986206"
"34500","1379","1379","1379","1.7232521772384644","1.7232521772384644","1.7232521772384644"
"34550","1381","1381","1381","1.717342734336853","1.717342734336853","1.717342734336853"
"34600","1383","1383","1383","1.723422884941101","1.723422884941101","1.723422884941101"
"34650","1385","1385","1385","1.7159764766693115","1.7159764766693115","1.7159764766693115"
"34700","1387","1387","1387","1.6892149448394775","1.6892149448394775","1.6892149448394775"
"34750","1389","1389","1389","1.7029987573623657","1.7029987573623657","1.7029987573623657"
"34800","1391","1391","1391","1.6959469318389893","1.6959469318389893","1.6959469318389893"
"34850","1393","1393","1393","1.6972556114196777","1.6972556114196777","1.6972556114196777"
"34900","1395","1395","1395","1.687568187713623","1.687568187713623","1.687568187713623"
"34950","1397","1397","1397","1.6888363361358643","1.6888363361358643","1.6888363361358643"
"35000","1399","1399","1399","1.6995131969451904","1.6995131969451904","1.6995131969451904"
"35050","1401","1401","1401","1.7022799253463745","1.7022799253463745","1.7022799253463745"
"35100","1403","1403","1403","1.7320220470428467","1.7320220470428467","1.7320220470428467"
"35150","1405","1405","1405","1.7189111709594727","1.7189111709594727","1.7189111709594727"
"35200","1407","1407","1407","1.7320990562438965","1.7320990562438965","1.7320990562438965"
"35250","1409","1409","1409","1.7276620864868164","1.7276620864868164","1.7276620864868164"
"35300","1411","1411","1411","1.7191423177719116","1.7191423177719116","1.7191423177719116"
"35350","1413","1413","1413","1.7207977771759033","1.7207977771759033","1.7207977771759033"
"35400","1415","1415","1415","1.7244668006896973","1.7244668006896973","1.7244668006896973"
"35450","1417","1417","1417","1.7216496467590332","1.7216496467590332","1.7216496467590332"
"35500","1419","1419","1419","1.7227851152420044","1.7227851152420044","1.7227851152420044"
"35550","1421","1421","1421","1.7273393869400024","1.7273393869400024","1.7273393869400024"
